Index,User,Text,Resistance Labels,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,0,How long have you had it?,Information Inquiry-Contesting,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,1,"I had it for about a year but hardly used it, because my daughter outgrew very quickly, and it was for her actually.",,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,0,Was it ever taken to the Mountains?,Information Inquiry-Contesting,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,1,No only used it on the streets,,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,0,That's a plus.  Did your daughter ever have an accident or fall off of the bike?,Information Inquiry-Contesting,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,1,No thankfully she did not!,,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,0,"Excellent! If you don't mind me asking, how much did you originally pay for it?",Information Inquiry-Contesting,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,1,I had originally got it for $200 but I am now selling it for half the price,,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,0,"I see.  I like the bike. It seems like a good deal, but I am very hesitant to pay $100 for it when it is a year old.  Is there any wiggle room on that price?",Counter Argumentation-Contesting,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,1,I could bring it down to $90 that's about it because its not very old.,Counter Argumentation-Contesting,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,0,"$90 pretty good, but I was thinking more along the lines of $80.  Maybe we can meet in the middle at $85?",Hesitance-Hesitance,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,1,I can do $90 and that's about it,Self Assertion-Empowerment,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,0,You drive a hard bargain.  Are you getting a lot of offers for it?,,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,1,Yes I am. But I am willing to give it to you for $90. Are you interested?,,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,0,"Since you did come down a bit, I guess I could tighten my belt at $90.",,,
C_2a2307df6e2c4f48818a24dc8fe71ce6,1,Thank you!,,,
C_1813c810c3744bf49a7591f035611797,0,Hi,,,
C_1813c810c3744bf49a7591f035611797,1,Hello how are you today?,,,
C_1813c810c3744bf49a7591f035611797,0,good thanks. I am wondering how old your bike is?,Information Inquiry-Contesting,,
C_1813c810c3744bf49a7591f035611797,1,My bike is only one year old and its in an excellent condition,,,
C_1813c810c3744bf49a7591f035611797,0,"Great, do you know if they are all terrain tires?",Information Inquiry-Contesting,,
C_1813c810c3744bf49a7591f035611797,1,Yes they are,,,
C_1813c810c3744bf49a7591f035611797,0,"great, I am hoping we could make a deal.. I was thinking I can do a cash offer of 304",Personal Choice-Empowerment,,
C_1813c810c3744bf49a7591f035611797,1,That's too less for me. I can give it to you for $350,Hesitance-Hesitance,,
C_1813c810c3744bf49a7591f035611797,0,If you can deliver it I can do 350.,Personal Choice-Empowerment,,
C_1813c810c3744bf49a7591f035611797,1,Yes I can do that for you!,,,
C_aa7ae43a87a744d793f37aa2b55bc236,0,hi,,,
C_aa7ae43a87a744d793f37aa2b55bc236,1,hello. Are you interested in the table for sale?,,,
C_aa7ae43a87a744d793f37aa2b55bc236,0,"Yes, can you tell me , is your home smoke free?",Information Inquiry-Contesting,,
C_aa7ae43a87a744d793f37aa2b55bc236,1,"yes it is. I do , however have pets.",,,
C_aa7ae43a87a744d793f37aa2b55bc236,0,"they never peed on it or anything, right?",Source Derogation-Contesting,,
C_aa7ae43a87a744d793f37aa2b55bc236,1,No they have not. There is a small broken corner but you cannot tell when it is against the wall,,,
C_aa7ae43a87a744d793f37aa2b55bc236,0,Do you think you would be willing to bring down the price since it is somewhat damaged?,Counter Argumentation-Contesting,,
C_aa7ae43a87a744d793f37aa2b55bc236,1,"Maybe a little, however It is fairly new so I would like to get close to what i paid for",Counter Argumentation-Contesting,,
C_aa7ae43a87a744d793f37aa2b55bc236,0,"well a used product can rarely fetch the price paid, I was thinking  $59 and I can come pick it up myself.",Personal Choice-Empowerment,,
C_aa7ae43a87a744d793f37aa2b55bc236,1,I would consider $75,Hesitance-Hesitance,,
C_aa7ae43a87a744d793f37aa2b55bc236,0,I feel that is too much since it is damaged already and have to try to repaint and repair it.,Counter Argumentation-Contesting,,
C_aa7ae43a87a744d793f37aa2b55bc236,1,The paint is very fresh and does not need a new coat. The price I paid last year was $300 so you are getting it for less than 1/3,Counter Argumentation-Contesting,,
C_aa7ae43a87a744d793f37aa2b55bc236,0,"I need to paint it if there is a chip, either I can do 60 cash and come get it, or I will have to pass.",Counter Argumentation-Contesting,,
C_aa7ae43a87a744d793f37aa2b55bc236,1,Okay we can do that.,,,
C_4925e3cf03124a1c9b5d7aaf38714909,0,Hello!  Can you tell me the mileage on this truck?,Information Inquiry-Contesting,,
C_4925e3cf03124a1c9b5d7aaf38714909,1,"65,000 miles.  It's in excellent condition!",,,
C_4925e3cf03124a1c9b5d7aaf38714909,0,Looks great!  Would you be willing to take $10000 if I come see it?,Hesitance-Hesitance,,
C_4925e3cf03124a1c9b5d7aaf38714909,1,Oh my!  10K is way lower than I would think about.  This car is in great working order- it's been well taken care of.  I have to stick with my original offer,Counter Argumentation-Contesting,,
C_4925e3cf03124a1c9b5d7aaf38714909,0,"I understand.  How about $11,000 cash -- out the door!!",Hesitance-Hesitance,,
C_4925e3cf03124a1c9b5d7aaf38714909,1,I'm sorry.  That,Hesitance-Hesitance,,
C_4925e3cf03124a1c9b5d7aaf38714909,0,What is the lowest you'll take?,,,
C_4925e3cf03124a1c9b5d7aaf38714909,1,The lowest I would consider is $16000.,Self Assertion-Empowerment,,
C_4925e3cf03124a1c9b5d7aaf38714909,0,"That's way more than I wanted to pay.  It's almost 10 years old. While it's a great car, I wouldn't pay more than $12,500.",Counter Argumentation-Contesting,,
C_4925e3cf03124a1c9b5d7aaf38714909,1,"I can go down to $15000.  But, that is way lower than what I was willing to do originally.",Hesitance-Hesitance,,
C_4925e3cf03124a1c9b5d7aaf38714909,0,"How about we settle at $14,000.  You'll have cash in hand and I'll have a new car.",Hesitance-Hesitance,,
C_4925e3cf03124a1c9b5d7aaf38714909,1,$14500 and you have a deal.,Self Assertion-Empowerment,,
C_4925e3cf03124a1c9b5d7aaf38714909,0,OK.  I'm sure I'll be happy with it.  Deal.,,,
C_eb04b84ea3144c0984f0d8704c7386e7,0,What all does the phone already have on it?,Information Inquiry-Contesting,,
C_eb04b84ea3144c0984f0d8704c7386e7,1,The phone is completely erased with no leftover data from the previous user.,,,
C_eb04b84ea3144c0984f0d8704c7386e7,0,I was hoping for music or something. Do you have the manual>,Information Inquiry-Contesting,,
C_eb04b84ea3144c0984f0d8704c7386e7,1,"There is a manual and there is iTunes leftover credit for $12, so you can buy some music with that.",,,
C_eb04b84ea3144c0984f0d8704c7386e7,0,Is the screen like new?,Source Derogation-Contesting,,
C_eb04b84ea3144c0984f0d8704c7386e7,1,"Yes! No scratches. It currently has a screen protector on it, which you can chose to keep on or take off.",,,
C_eb04b84ea3144c0984f0d8704c7386e7,0,I could offer $230.00,Hesitance-Hesitance,,
C_eb04b84ea3144c0984f0d8704c7386e7,1,I would sell for $300.,Hesitance-Hesitance,,
C_eb04b84ea3144c0984f0d8704c7386e7,0,$250?,Hesitance-Hesitance,,
C_eb04b84ea3144c0984f0d8704c7386e7,1,$280 with headphones.,Personal Choice-Empowerment,,
C_eb04b84ea3144c0984f0d8704c7386e7,0,I could do $255 with the headphones.,Personal Choice-Empowerment,,
C_eb04b84ea3144c0984f0d8704c7386e7,1,I would do $265 without the headphones or $280 with headphones.,Hesitance-Hesitance,,
C_eb04b84ea3144c0984f0d8704c7386e7,0,I'll meet you half way at $260 with the headphones.,Hesitance-Hesitance,,
C_eb04b84ea3144c0984f0d8704c7386e7,1,Sure.,,,
C_e5d731de606e46d693b0ef262d88510c,0,Hi!  I am interested in your bike.  How long have you had it?,Information Inquiry-Contesting,,
C_e5d731de606e46d693b0ef262d88510c,1,I'm glad you're interested. We've only had it for about 6 months. It only has about 50 miles on it!,,,
C_e5d731de606e46d693b0ef262d88510c,0,"That's definitely a plus!  My wife is an avid biker and I want to surprise her with a nice bike.  Something like this would normally be way out of my price range.  But, I figured I would give it a try.",Self Pity-Empowement,,
C_e5d731de606e46d693b0ef262d88510c,1,"Well my wife has definitely enjoyed it, so if yours is like mine I'm sure she will too! I've listed this at $1100 and I expect it to go quickly.",,,
C_e5d731de606e46d693b0ef262d88510c,0,"I won't argue that it is a decent price.  Just wondering, is there anything wrong with it?  Seems like a lot to spend on a bike that only has 50 miles of usage...",Source Derogation-Contesting,,
C_e5d731de606e46d693b0ef262d88510c,1,I'm not aware of anything wrong with it - unless you count the fact that it's taking up space in my garage that I'd like to use for other things!,,,
C_e5d731de606e46d693b0ef262d88510c,0,"Well, I would love to take it off of your hands at $800.  I'll throw in a birthday party invite. lol",Personal Choice-Empowerment,,
C_e5d731de606e46d693b0ef262d88510c,1,"If you can make it $900 and pick it up today, I think we can make a deal",Personal Choice-Empowerment,,
C_e5d731de606e46d693b0ef262d88510c,0,$900.  I think we have a deal!,,,
C_e5d731de606e46d693b0ef262d88510c,1,Fantastic!,,,
C_50cb8b430e82467d98f4c06c8ce29f02,0,"Hi, can you tell me more about the condition of the iPhones?",Information Inquiry-Contesting,,
C_50cb8b430e82467d98f4c06c8ce29f02,1,"Both are like new.  My parents who are retired used them for about 6-7, with less than 10 hours of talk time.",,,
C_50cb8b430e82467d98f4c06c8ce29f02,0,"What does it mean they used them ""for about 6-7""?",Information Inquiry-Contesting,,
C_50cb8b430e82467d98f4c06c8ce29f02,1,"oops!  sorry, it's late and I'm trying hard to get these phones sold.  I meant to say they used them for about 6-7 months.",,,
C_50cb8b430e82467d98f4c06c8ce29f02,0,"Ok. Well, I think that those phones probably got a good amount of use in 6-7 months. So, would you be willing to accept a price of $75?",Counter Argumentation-Contesting,,
C_50cb8b430e82467d98f4c06c8ce29f02,1,"No, my parents are both retired and basically used them to call me as I'm an only child and their calls were not that often.  I need to get at least 95 for each phone.",Counter Argumentation-Contesting,,
C_50cb8b430e82467d98f4c06c8ce29f02,0,"Can you give me free delivery? I'd be willing to do that and pay $95 for each phone, if you can throw in the free delivery. The product is in good shape, after all.",Personal Choice-Empowerment,,
C_50cb8b430e82467d98f4c06c8ce29f02,1,I think we can do that since you're local.  190 for both phones and I will deliver.  How's tomorrow afternoon?,,,
C_50cb8b430e82467d98f4c06c8ce29f02,0,sounds good,,,
C_50cb8b430e82467d98f4c06c8ce29f02,1,Great!  I hope you enjoy your new phones.,,,
C_3523a52326894f5a98ccd44a145a5d2f,1,Hi,,,
C_3523a52326894f5a98ccd44a145a5d2f,0,"Hello, what condition is you bike mount in?",Information Inquiry-Contesting,,
C_3523a52326894f5a98ccd44a145a5d2f,1,"It has only been used a few times, so in really great condition still.",,,
C_3523a52326894f5a98ccd44a145a5d2f,0,That sounds good. How long have you had it?,Information Inquiry-Contesting,,
C_3523a52326894f5a98ccd44a145a5d2f,1,I have had it just over seven months.,,,
C_3523a52326894f5a98ccd44a145a5d2f,0,Okay. That's not too long. I'd like to buy it from you for $7 since it has been used.,Counter Argumentation-Contesting,,
C_3523a52326894f5a98ccd44a145a5d2f,1,that is less than half of asking...,Hesitance-Hesitance,,
C_3523a52326894f5a98ccd44a145a5d2f,0,"I realize that but I'm site unseen. For a used object, I think that is fair.",Counter Argumentation-Contesting,,
C_3523a52326894f5a98ccd44a145a5d2f,1,"Well I really do want to make a deal with you , but you need to come up a little in theprice, it is almost brand new.",Counter Argumentation-Contesting,,
C_3523a52326894f5a98ccd44a145a5d2f,0,The best I can do is $9 if you're willing to hold it for me for 2 days while I wait for my paycheck.,Personal Choice-Empowerment,,
C_3523a52326894f5a98ccd44a145a5d2f,1,I suppose I could do that. 9 sounds fair enough,,,
C_3523a52326894f5a98ccd44a145a5d2f,0,Awesome. Then $9 it is. It was great doing business with you.,,,
C_c45de9ee2d1a410caff4d221284b9bf9,0,hello,,,
C_c45de9ee2d1a410caff4d221284b9bf9,1,"Hello, are you interested in buying this vehicle?",,,
C_c45de9ee2d1a410caff4d221284b9bf9,0,"yes indeed, I like the color too",,,
C_c45de9ee2d1a410caff4d221284b9bf9,1,"Great, well, I think you'd enjoy this car, and it's a steal at $12000.",,,
C_c45de9ee2d1a410caff4d221284b9bf9,0,"yeah thats the problem, I ve been checking my cash and I don't have that much",Self Pity-Empowement,,
C_c45de9ee2d1a410caff4d221284b9bf9,1,"Well that's okay, I take credit too :)",,,
C_c45de9ee2d1a410caff4d221284b9bf9,0,"yeah I have a problem with that too, I already maxed out, so let's try and find a solution, how about 9 large",Hesitance-Hesitance,,
C_c45de9ee2d1a410caff4d221284b9bf9,1,"Friend, check out the description of this fine automobile that I posted. It's got a new radiator, fresh tires, I mean, the list goes on!",Counter Argumentation-Contesting,,
C_c45de9ee2d1a410caff4d221284b9bf9,0,"but friend it's 8 years old, so what about 9850, i think it's fair and I will take care of the delivery charges",Counter Argumentation-Contesting,,
C_c45de9ee2d1a410caff4d221284b9bf9,1,"Okay, I think that is a fair deal.",,,
C_c45de9ee2d1a410caff4d221284b9bf9,0,ok I guess we could write one more line so we don't get rejected,,,
C_c45de9ee2d1a410caff4d221284b9bf9,1,I'm not sure what you could possibly be referring to?,,,
C_c45de9ee2d1a410caff4d221284b9bf9,0,"because sometime the computers could find out it's was done too quickly and might refuse this , and we have to do it again , you will see in futur tasks",,,
C_d4da9040855442b3a36ef7f9b466ec15,0,"Hello, I am interested in your Chevy. I see that you are asking $5,000, is the price negotiable?",,,
C_d4da9040855442b3a36ef7f9b466ec15,1,I have a little wiggle room.,,,
C_d4da9040855442b3a36ef7f9b466ec15,0,Is there any body damage?,Source Derogation-Contesting,,
C_d4da9040855442b3a36ef7f9b466ec15,1,"No, it is in really good shape.",,,
C_d4da9040855442b3a36ef7f9b466ec15,0,"I have looked at comps and I am willing to pay $3,000",Counter Argumentation-Contesting,,
C_d4da9040855442b3a36ef7f9b466ec15,1,"I couldn't go that low, I would drop the price to $4,500 for you",,,
C_d4da9040855442b3a36ef7f9b466ec15,0,"It just doesn't appear to be worth $4,500. Would you be willing to take $3,500",Hesitance-Hesitance,,
C_d4da9040855442b3a36ef7f9b466ec15,1,"I assure you that this is a nice vehicle and is worth the money. I am needing cash so I would go down to $4,000",Counter Argumentation-Contesting,,
C_d4da9040855442b3a36ef7f9b466ec15,0,"I only have $3,800 but I have it in cash and can be there in a couple hours.",Personal Choice-Empowerment,,
C_d4da9040855442b3a36ef7f9b466ec15,1,"$3,800 if you are here in a couple hours with cash.",,,
C_0c5a4ef3672b4c829679e3621c131ea4,0,I am interested in your bike. Is there anything wrong with it?,Source Derogation-Contesting,,
C_0c5a4ef3672b4c829679e3621c131ea4,1,It does need new handlebar tape and maybe tires.,,,
C_0c5a4ef3672b4c829679e3621c131ea4,0,"Okay, is the price negotiable?",,,
C_0c5a4ef3672b4c829679e3621c131ea4,1,"A little, make me an offer.",Hesitance-Hesitance,,
C_0c5a4ef3672b4c829679e3621c131ea4,0,"I have looked up what this bike is worth and taken into account the new handlebar tape and tires and I would feel comfortable paying $700, would that work.",Counter Argumentation-Contesting,,
C_0c5a4ef3672b4c829679e3621c131ea4,1,"That is a little low, I understand it needs some things. I would drop the priced to $1,000.",Hesitance-Hesitance,,
C_0c5a4ef3672b4c829679e3621c131ea4,0,"I just can't pay that much, it isn't worth it. How about $775?",Counter Argumentation-Contesting,,
C_0c5a4ef3672b4c829679e3621c131ea4,1,If you can pick it up today and pay cash I would take $850.,Personal Choice-Empowerment,,
C_0c5a4ef3672b4c829679e3621c131ea4,0,"I just checked and I have $836 cash, if I am there today and pay cash would you take that?",Personal Choice-Empowerment,,
